,Entity Name,Entity Type,has_co,has_digit_num,has_city_list2,comma,other_punc,word_count,encoded_langs
1828,Assurances Réassurances Omnibranches SA (ARO),Company,1,0,0,False,True,5,12
1829,L’ENTREPRISE GÉNÉRALE DE CONSTRUCTION SAFIDY,Company,0,0,0,False,True,5,12
1830,Canal+ Madagascar,Company,0,0,1,False,False,2,12
1831,AccèsBanque Madagascar,Company,0,0,1,False,False,2,12
1832,L'entreprise Générale De Construction Erline,Company,0,0,0,False,True,5,12
1833,Madagascar Airtours,Company,0,0,1,False,False,2,12
1834,Les Pêcheries de Nossi-Be,Company,0,0,0,False,True,5,12
1835,Autorité Nationale de l'Eau et de l'Assainissement,Company,0,0,0,False,True,7,12
1836,Madagascar Consolidated Mining,Company,0,0,1,False,False,3,12
1837,Ambatovy Minerals,Company,0,0,0,False,False,2,12
1838,Société Tananarivienne d'Articles Réfrigérés,Company,0,0,0,False,True,4,12
1839,ARO Assurances Réassurances Omnibranches,Company,0,0,0,False,False,4,12
1840,URAMAD SA,Company,1,0,0,False,False,2,12
1841,Cotona Real Estate,Company,0,0,0,False,False,3,12
1842,PressCane,Company,0,0,0,False,False,1,12
1843,Malawi Gaming Board and Lotteries Authority,Company,0,0,1,False,False,6,12
1844,Development Of Malawi Enterprise Trust,Company,1,0,1,False,False,5,12
1845,Globe Metals & Mining (Africa),Company,1,0,0,False,True,5,12
1846,Air Cargo Malawi,Company,0,0,1,False,False,3,12
1847,Mwaiwathu Private Hospital,Company,1,0,0,False,False,3,12
1848,Press Agriculture,Company,0,0,0,False,False,2,12
1849,Mzuzu Central Hospital,Company,1,0,0,False,False,3,12
1850,Sabot Holdings,Company,0,0,0,False,False,2,12
1851,Maldeco Aquaculture,Company,0,0,0,False,False,2,12
1852,Ulendo Travel Group,Company,1,0,0,False,False,3,12
1853,Northern Region Water Board,Company,0,0,0,False,False,4,12
1854,Hardware and General Dealers,Company,0,0,0,False,False,4,12
1855,Continental Capital,Company,1,0,0,False,False,2,12
1856,The Foods,Company,0,0,0,False,False,2,12
1857,NICO Holdings,Company,0,0,0,False,False,2,12
1858,Chipunga Farms,Company,0,0,0,False,False,2,12
1859,Malawi Distilleries,Company,0,0,1,False,False,2,12
1860,Reserve Bank of Malawi,Company,0,0,1,False,False,4,12
1861,Crossroads Hotel,Company,0,0,0,False,False,2,12
1862,Sunrise Benchmark Sdn. Bhd.,Company,1,0,0,False,True,4,12
1863,Universiti Tenaga Nasional,Company,0,0,0,False,False,3,12
1864,Credit Guarantee Corporation Malaysia Berhad,Company,1,0,1,False,False,5,12
1865,Sentosa Medical Centre Sdn. Bhd.,Company,1,0,0,False,True,5,12
1866,Sri Manjung Specialist Centre Sdn. Bhd.,Company,1,0,0,False,True,6,12
1867,MMHE-ATB Sdn. Bhd.,Company,1,0,0,False,True,4,12
1868,S P Setia Technology,Company,0,0,0,False,False,4,12
1869,Edgenta Township Management Services Sdn Bhd,Company,1,0,0,False,False,6,12
1870,TTI Management,Company,1,0,0,False,False,2,12
1871,Keihin Malaysia Manufacturing SDN. BHD.,Company,1,0,1,False,True,5,12
1872,Prudential BSN Takaful,Company,0,0,0,False,False,3,12
1873,U E-Technologies Sdn. Bhd.,Company,1,0,0,False,True,5,12
1874,Housing Development,Company,1,0,0,False,False,2,12
1875,Sunrise DCS Sdn. Bhd.,Company,1,0,0,False,True,4,12
1876,Teraju Fokus,Company,0,0,0,False,False,2,12
1877,Prudent Legacy,Company,0,0,0,False,False,2,12
1878,City Billion Sdn Bhd,Company,1,0,0,False,False,4,12
1879,IJN Capital,Company,1,0,0,False,False,2,12
1880,Amanah Butler Malaysia,Company,0,0,1,False,False,3,12
1881,Aldwich Enviro-Management,Company,1,0,0,False,True,3,12
1882,Institut National de Prévoyance Sociale,Company,0,0,0,False,False,5,12
1883,Société de Gestion et d'Intermédiation Mali,Company,0,0,1,False,True,6,12
1884,Ecobank Mali,Company,0,0,1,False,False,2,12
1885,Banque Internationale pour le Mali,Company,0,0,1,False,False,5,12
1886,Énergie du Mali S.A.,Company,1,0,1,False,True,5,12
1887,Université de Ségou,Company,0,0,0,False,False,3,12
1888,Université des Sciences Sociales et de Gestion de Bamako,Company,0,0,1,False,False,9,12
1889,Société Sucrière de Markala,Company,0,0,0,False,False,4,12
1890,Wassoul’Or SA,Company,1,0,0,False,True,2,12
1891,Transrail,Company,0,0,0,False,False,1,12
1892,Aéroport International Modibo Kéïta Senou,Company,0,0,0,False,False,5,12
1893,Institut Polytechnique Rural de Formation et de Recherches Appliquées de Katibougou,Company,0,0,0,False,False,11,12
1894,Société des Mines d'Or de Kalana,Company,0,0,0,False,True,6,12
1895,Office Malien de l'Habitat,Company,0,0,1,False,True,4,12
1896,Hôpital du Point G,Company,0,0,0,False,False,4,12
1897,Office des Produits Agricoles du Mali,Company,0,0,1,False,False,6,12
1898,Agence de Cessions Immobilières,Company,0,0,0,False,False,4,12
1899,Caisse Malienne de Sécurité Sociale,Company,0,0,1,False,False,5,12
1900,La Poste du Mali,Company,0,0,1,False,False,4,12
1901,Banque Malienne de Solidarité SA,Company,1,0,1,False,False,5,12
1902,Aureate Gaming Solutions Limited,Company,1,0,0,False,False,4,12
1903,Inchcape Shipping Services (Malta) SA,Company,1,0,1,False,True,5,12
1904,SOCAR Trading Shipping Limited,Company,1,0,0,False,False,4,12
1905,Tumas Group,Company,1,0,0,False,False,2,12
1906,Feilo Malta Limited,Company,1,0,1,False,False,3,12
1907,Malta International Airport p.l.c.,Company,1,0,1,False,True,6,12
1908,Hollingsworth International Financial Services Limited,Company,1,0,0,False,False,5,12
1909,Medisle Holidays,Company,0,0,0,False,False,2,12
1910,Aspire Global,Company,0,0,0,False,False,2,12
1911,Jackman Shipping Company,Company,1,0,0,False,False,3,12
1912,Malta Fairs and Conventions Centre,Company,0,0,1,False,False,5,12
1913,Bezzina Maritime Services,Company,1,0,0,False,False,3,12
1914,Falcon Funds SICAV PLC,Company,1,0,0,False,False,4,12
1915,UML Investments Limited,Company,1,0,0,False,False,3,12
1916,BOV Asset Management Limited,Company,1,0,0,False,False,4,12
1917,Royal Panda,Company,0,0,0,False,False,2,12
1918,Spooniker,Company,0,0,0,False,False,1,12
1919,Malta Industrial Parks Limited,Company,1,0,1,False,False,4,12
1920,Vodafone Malta,Company,0,0,1,False,False,2,12
1921,TEU Feeder Limited,Company,1,0,0,False,False,3,12
1922,MetaInvesting,Company,0,0,0,False,False,1,12
1923,Grand Services Ltd,Company,1,0,0,False,False,3,12
1924,Kingsman Investment Limited,Company,1,0,0,False,False,3,12
1925,Sea Horse Shipping,Company,0,0,0,False,False,3,12
1926,Salal Shipping,Company,0,0,0,False,False,2,12
1927,Lordos Enterprise Ltd,Company,1,0,0,False,False,3,12
1928,Markets Cube Global Ltd,Company,1,0,0,False,False,4,12
1929,Swift CFD,Company,0,0,0,False,False,2,12
1930,Capital Tech LTD,Company,1,0,0,False,False,3,12
1931,My Safe Market,Company,0,0,0,False,False,3,12
1932,Milton Group Ltd,Company,1,0,0,False,False,3,12
1933,KG Mozambique Ltd.,Company,1,0,1,False,True,3,12
1934,Ubinary,Company,0,0,0,False,False,1,12
1935,FCorp Services Ltd./ Plattform Rimarkets,Company,1,0,0,False,True,6,12
1936,Starx Corp,Company,1,0,0,False,False,2,12
1937,Maison Trading Limited,Company,1,0,0,False,False,3,12
1938,Columbia Capital Group Ltd,Company,1,0,1,False,False,4,12
1939,CodexFX (clone),Company,1,0,0,False,True,2,12
1940,Rimarkets,Company,0,0,0,False,False,1,12
1941,Swissinv24 Markets trading as Swissinv24 (clone of FCA authorised firm),Company,1,1,0,False,True,10,12
1942,First Global Funds Limited PCC,Company,1,0,0,False,False,5,12
1943,South Asia Software Technologies,Company,0,0,0,False,False,4,12
1944,SME Mauritius Ltd,Company,1,0,1,False,False,3,12
1945,SME Mauritius,Company,0,0,1,False,False,2,12
1946,Riviere des Anguilles Public Library,Company,0,0,0,False,False,5,12
1947,www.fxcast.com / Surplus Finance S.A.,Company,1,0,0,False,True,8,12
1948,Grand Baie Casino,Company,0,0,0,False,False,3,12
1949,Mauritius Shipping Corporation,Company,1,0,1,False,False,3,12
1950,Swami Vivekananda State Secondary School Library,Company,0,0,0,False,False,6,12
1951,Mauritius Telecom,Company,0,0,1,False,False,2,12
1952,The National Heritage Fund (NHF),Company,1,0,0,False,True,5,12
1953,Caldora International Fund PCC,Company,0,0,0,False,False,4,12
1954,Zhongjiang International (Mauritius) Company Ltd,Company,1,0,1,False,True,5,12
1955,QG Africa Mezzanine L.P.,Company,1,0,0,False,True,5,12
1956,Outer Islands Development Corporation (OIDC),Company,1,0,0,False,True,5,12
1957,United Basalt Products Ltd.,Company,1,0,0,False,True,4,12
1958,SBM Africa Holdings,Company,0,0,0,False,False,3,12
1959,Palm Realty,Company,0,0,0,False,False,2,12
1960,Terragen Management ltd.,Company,1,0,0,False,True,3,12
1961,Greenfield Investment Pvt. Ltd,Company,1,0,0,False,True,4,12
1962,Industrias Asmali,Company,0,0,0,False,False,2,12
1963,Rafael Martínez Sáenz,Company,0,0,0,False,False,3,12
1964,"Constructora Armadora Cirnas, S.A. de C.V.",Company,1,0,0,True,True,9,12
1965,"Grupo Frontacos, S.A. de C.V.",Company,1,0,0,True,True,8,12
1966,Erlab S.A. De C.V.,Company,1,0,0,False,True,6,12
1967,Museo de Caballería,Company,0,0,0,False,False,3,12
1968,Prof. Jesús Gerardo Villegas García,Company,0,0,0,False,True,5,12
1969,Agrícola El Chipilón,Company,0,0,0,False,False,3,12
1970,"Banco Latinoamericano de Comercio Exterior, S.A., Oficina de Representación en México",Company,0,0,0,True,True,14,12
1971,Cadena Mexicana de Exhibición,Company,0,0,0,False,False,4,12
1972,Finkl Steel de Mexico S De RL DE CV,Company,1,0,1,False,False,9,12
1973,Tecno Alta Distribucion SA de CV,Company,1,0,0,False,False,6,12
1974,Museo Regional de Puebla,Company,0,0,1,False,False,4,12
1975,Biblioteca Pública Municipal Ingenio El Modelo,Company,1,0,0,False,False,6,12
1976,Biblioteca Pública Municipal Yalixaho Allende,Company,1,0,0,False,False,5,12
1977,Tomas Hernández Garcés,Company,0,0,0,False,False,3,12
1978,Juan Martínez Ruiz,Company,0,0,0,False,False,3,12
1979,Biblioteca Pública Municipal Josefina May de la Cruz,Company,1,0,1,False,False,8,12
1980,Biblioteca Pública Municipal Mateo Canelas,Company,1,0,0,False,False,5,12
1981,Aquiles Serdán,Company,0,0,0,False,False,2,12
1982,Prihojanin - M,Company,0,0,0,False,True,3,12
1983,ÎNTREPRINDEREA DE STAT TIPOGRAFIA ACADEMIEI DE ŞTIINŢE A MOLDOVEI,Company,0,0,0,False,False,9,12
1984,Întreprinderea de Stat Ferma de Creştere a Cailor de Rasă AT-PROLIN,Company,0,0,0,False,True,12,12
1985,Î.M. Gospodăria Comunală Glodeni,Company,0,0,0,False,True,5,12
1986,IPNA „Teleradio-Moldova”,Company,1,0,1,False,True,3,12
1987,Î.M. Ruseştii Noi,Company,0,0,0,False,True,4,12
1988,SA Auto-Real,Company,0,0,0,False,True,3,12
1989,Societatea pe Acţiuni Moldova-Film,Company,0,0,1,False,True,5,12
1990,Dubăsari Water Supply and Sanitation Sector Management,Company,1,0,0,False,False,7,12
1991,Chişinău-Gaz,Company,0,0,0,False,True,2,12
1992,"Întreprinderea de Stat ""Direcția Nodului Hidrotehnic Costești-Stînca""",Company,1,0,0,False,True,8,12
1993,Întreprinderea de Stat Centrul de Telecomunicaţii Speciale,Company,0,0,0,False,False,7,12
1994,SA SMA-Fertilitate,Company,0,0,0,False,True,3,12
1995,Î.M. Gospodaria locativ-comunală Ghindești,Company,0,0,0,False,True,6,12
1996,Î.M. Servicii Covurlui,Company,0,0,0,False,True,4,12
1997,Î.S. Vestmoldtransgaz,Company,0,0,0,False,True,3,12
1998,Întreprindere de Stat Fintehinform,Company,0,0,0,False,False,4,12
1999,Banca Comerciala Moldova-Agroindbank,Company,0,0,1,False,True,4,12
2000,Î.M. Piaţa Agroindustrială Ialoveni,Company,0,0,0,False,True,5,12
2001,SA Ceramica-T,Company,0,0,0,False,True,3,12
2002,Tsagaannuur,Company,0,0,0,False,False,1,12
2003,Zavkhan Teever,Company,0,0,0,False,False,2,12
2004,COGEGOBI,Company,0,0,0,False,False,1,12
2005,Mongolian Securities Clearing House and Central Depository,Company,0,0,1,False,False,7,12
2006,Orano Mongol LLC,Company,1,0,1,False,False,3,12
2007,ECOGRAPH LLC,Company,1,0,0,False,False,2,12
2008,Ulaanbaatar Electricity Distribution Network,Company,0,0,1,False,False,4,12
2009,Atar Tov,Company,1,0,0,False,False,2,12
2010,Central Regional Electricity Transmission Grid,Company,0,0,0,False,False,5,12
2011,Mongolia Zhengyuan,Company,0,0,1,False,False,2,12
2012,"China Railway First Group (Mongolia) Co.,Ltd",Company,1,0,1,True,True,7,12
2013,Erdenes Tavan Tolgoi LLC,Company,1,0,0,False,False,4,12
2014,KOO Mergevan,Company,0,0,0,False,False,2,12
2015,Mongolian Mining,Company,0,0,1,False,False,2,12
2016,China Railway First Group (Mongolia) Co. Ltd.,Company,1,0,1,False,True,7,12
2017,Mongolian Railway State Owned Shareholding Company,Company,1,0,1,False,False,6,12
2018,Erdmin Company,Company,1,0,0,False,False,2,12
2019,"China Railway 21th Bureau Mongolia Co., Ltd.",Company,1,1,1,True,True,8,12
2020,Water Supply and Sewerage Authority of Ulaanbaatar City,Company,0,0,1,False,False,8,12
2021,AZZAN,Company,0,0,0,False,False,1,12
2022,Maksim a.d. Murino u stečaju,Company,0,0,0,False,True,6,12
2023,Fabrika za Preradu Aluminijuma,Company,0,0,0,False,False,4,12
2024,Društvo sa ograničenom odgovornošću Barice-NP Podgorica,Company,0,0,1,False,True,7,12
2025,Crnogorski Telekom A.D. Podgorica,Company,0,0,1,False,True,5,12
2026,Bokserski Klub Budućnost 97 d.o.o. Podgorica,Company,0,1,1,False,True,8,12
2027,JU Dom Starih Grabovac - Risan,Company,0,0,0,False,True,6,12
2028,Institut za crnu metalurgiju AD Nikšić,Company,0,0,0,False,False,6,12
2029,ACOS d.o.o. Rožaje,Company,0,0,0,False,True,5,12
2030,Preduzeće za izgradnju Podgorice A.D. - Podgorica,Company,0,0,1,False,True,9,12
2031,J.Z.U. Dom Zdravlja Herceg Novi,Company,0,0,0,False,True,7,12
2032,KBC Securities Montenegro AD Podgorica,Company,0,0,1,False,False,5,12
2033,Pošta Crne Gore a.d. Podgorica,Company,0,0,1,False,True,6,12
2034,Euro Payment Service doo Podgorica,Company,1,0,1,False,False,5,12
2035,Atlas Banka a.d. Podgorica,Company,0,0,1,False,True,5,12
2036,Tačkica d.o.o. Podgorica,Company,0,0,1,False,True,5,12
2037,Investiciono-razvojni fond Crne Gore A.D. (IRF CG),Company,1,0,0,False,True,9,12
2038,Javna Ustanova Specijalistička veterinarska laboratorija Podgorica,Company,0,0,1,False,False,6,12
2039,Premjer d.o.o. Herceg Novi,Company,0,0,0,False,True,6,12
2040,Dil Commerce d.o.o. Podgorica,Company,0,0,1,False,True,6,12
2041,Terna Crna Gora d.o.o.,Company,1,0,0,False,True,6,12
2042,Transdev Rabat - Sale SA,Company,1,0,1,False,True,5,12
2043,Inteltec Maroc,Company,0,0,0,False,False,2,12
2044,Caisse Centrale de Garantie,Company,0,0,0,False,False,4,12
2045,Union Maroc Emirats Arabes Unis de Pêche,Company,0,0,0,False,False,7,12
2046,Marprom,Company,0,0,0,False,False,1,12
2047,Safabourse,Company,0,0,0,False,False,1,12
2048,EADS Maroc Aviation,Company,0,0,0,False,False,3,12
2049,Maroc Telecom S.A.,Company,1,0,0,False,True,4,12
2050,SABIC Morocco,Company,0,0,1,False,False,2,12
2051,Geodis Logistics Maroc,Company,0,0,0,False,False,3,12
2052,Jorf Fertilizers Company V,Company,1,0,0,False,False,4,12
2053,Royal Air Maroc Express SA,Company,1,0,0,False,False,5,12
2054,Casanet SA,Company,1,0,0,False,False,2,12
2055,ADM Projet SA,Company,1,0,0,False,False,3,12
2056,Société Immobilière et Hôtelière de Safi,Company,0,0,1,False,False,6,12
2057,Société Nationale des Transports et de la Logistique SA,Company,1,0,0,False,False,9,12
2058,Anouar Invest,Company,0,0,0,False,False,2,12
2059,OCP Innovation Fund For Agriculture,Company,0,0,0,False,False,5,12
2060,2A Partners SA,Company,1,1,0,False,False,3,12
2061,Société de Transports Régionaux,Company,0,0,0,False,False,4,12
2062,Transmarítima,Company,0,0,0,False,False,1,12
2063,Vale Energia Limpa Moçambique,Company,0,0,0,False,False,4,12
2064,"Empresa Mocambicana de Hidraulica, E. E (HIDROMOC)",Company,1,0,0,True,True,8,12
2065,Lusalite de Moçambique,Company,0,0,0,False,False,3,12
2066,Total Mozambique,Company,0,0,1,False,False,2,12
2067,Linhas Aéreas de Moçambique (LAM),Company,1,0,0,False,True,5,12
2068,Fasorel S.A,Company,1,0,0,False,True,3,12
2069,OSEL - Odebrecht Serviços no Exterior,Company,0,0,0,False,True,6,12
2070,Autovisa - Serviços Auto S.A,Company,1,0,0,False,True,6,12
2071,"Bisanka Lapides Nampula, Limitada",Company,0,0,1,True,False,4,12
2072,SMI-Sociedade de Manutenção Imobiliária,Company,0,0,0,False,True,5,12
2073,"Malefinanceiro, Limitada",Company,0,0,1,True,False,2,12
2074,"SOGIR - Sociedade de Gestão Integrada de Recursos, S.A",Company,1,0,0,True,True,11,12
2075,Hospital Geral da Machava,Company,1,0,0,False,False,4,12
2076,Dona Ana Marginal,Company,0,0,0,False,False,3,12
2077,Indústrias Florestais de Manica,Company,0,0,0,False,False,4,12
2078,CDM-Companhia De Desenvolvimento Mineiro,Company,1,0,0,False,True,5,12
2079,Maragra Açúcar S.A,Company,1,0,0,False,True,4,12
2080,Sociedade Moçambicana de Medicamentos,Company,0,0,0,False,False,4,12
2081,GIPS - Gestão de Investimentos Participações e Serviços,Company,0,0,0,False,True,8,12
2082,Myanmar Atlantic,Company,0,0,0,False,False,2,12
2083,Kyi Sin,Company,0,0,0,False,False,2,12
2084,Htun,Company,0,0,0,False,False,1,12
2085,Small & Medium Industrial Development Bank Limited,Company,1,0,0,False,True,7,12
2086,Golden Dragon,Company,0,0,0,False,False,2,12
2087,Yinmar Co. Ltd,Company,1,0,0,False,True,3,12
2088,Palai Mon (pale Mon),Company,1,0,0,False,True,4,12
2089,Yangon Wood Industries Ltd,Company,1,0,0,False,False,4,12
2090,Top Winner,Company,0,0,0,False,False,2,12
2091,Diamond Glory,Company,0,0,0,False,False,2,12
2092,MEC Myanmar Cable Wire Factory,Company,0,0,0,False,False,5,12
2093,Shwe Naing Ngan,Company,0,0,0,False,False,3,12
2094,Sein Yadanar Wut Hmon Co Ltd,Company,1,0,0,False,False,6,12
2095,"Sein Thone Lone, San Nyein (U) and Sons",Company,0,0,0,True,True,8,12
2096,Win (U) & Sons,Company,0,0,0,False,True,4,12
2097,Ywet Hla,Company,0,0,0,False,False,2,12
2098,Wood Working Machinery Co. Ltd.,Company,1,0,0,False,True,5,12
2099,Yuzana Construction,Company,0,0,0,False,False,2,12
2100,Lamintayar Mining Co Ltd,Company,1,0,0,False,False,4,12
2101,Lucky Palace,Company,0,0,0,False,False,2,12
2102,National Housing Enterprise,Company,0,0,0,False,False,3,12
2103,B&E International (Namibia),Company,1,0,1,False,True,3,12
2104,Namdeb Holdings (Pty) Limited,Company,1,0,0,False,True,4,12
2105,Sonam Petroleum Company,Company,1,0,0,False,False,3,12
2106,Santam Namibia,Company,0,0,1,False,False,2,12
2107,Agricultural Bank of Namibia (Agribank),Company,1,0,1,False,True,5,12
2108,Jiangsu Zhengtai Construction Group (Namibia)(Pty) Ltd,Company,1,0,1,False,True,6,12
2109,The Social Security Commission,Company,0,0,0,False,False,4,12
2110,Namib Contract Haulage,Company,0,0,0,False,False,3,12
2111,Seaflower Lobster Corporation Limited,Company,1,0,0,False,False,4,12
2112,QINGDAO CONSTRUCTION (NAMIBIA) CC,Company,0,0,0,False,True,4,12
2113,Ombalantu Baobab Tree Heritage Centre,Company,0,0,0,False,False,5,12
2114,Schenker Namibia,Company,0,0,1,False,False,2,12
2115,FNB Namibia Holdings Ltd.,Company,1,0,1,False,True,4,12
2116,Krüger Van Vuuren & Co,Company,1,0,1,False,True,5,12
2117,NamPost Financial Brokers,Company,0,0,0,False,False,3,12
2118,Namport Property Holdings,Company,0,0,1,False,False,3,12
2119,SILNAM IT Solutions,Company,0,0,0,False,False,3,12
2120,Namibia Press Agency (NAMPA),Company,1,0,1,False,True,4,12
2121,Central Securities Depository,Company,0,0,0,False,False,3,12
2122,Nepal Food Corporation,Company,1,0,1,False,False,3,12
2123,Industrial Estate Management,Company,1,0,0,False,False,3,12
2124,Sunaula Khimti Pvt. Construction Ltd.,Company,1,0,0,False,True,5,12
2125,Deposit Insurance and Credit Guarantee,Company,0,0,0,False,False,5,12
2126,Nepal Metal Company,Company,1,0,1,False,False,3,12
2127,Hetauda Cement Industries Limited,Company,1,0,0,False,False,4,12
2128,Atlas Medicine Concern Pvt. Ltd.,Company,1,0,0,False,True,5,12
2129,Rukmini Chemical Industries,Company,0,0,0,False,False,3,12
2130,Rasuwagadhi Hydropower Company Limited,Company,1,0,0,False,False,4,12
2131,National Life Insurance Company,Company,1,0,0,False,False,4,12
2132,International Leasing & Finance Company,Company,1,0,0,False,True,5,12
2133,Chilime Hydropower Company Limited,Company,1,0,0,False,False,4,12
2134,National Construction Company of Nepal,Company,1,0,1,False,False,5,12
2135,Worldwide Asian Travels & Tours,Company,0,0,0,False,True,5,12
2136,Remit Hydro Limited,Company,1,0,0,False,False,3,12
2137,Hydroelectricity Investment and Development Company,Company,1,0,0,False,False,5,12
2138,National Life Insurance Company Limited,Company,1,0,0,False,False,5,12
2139,Udaypur Cement Industry,Company,0,0,0,False,False,3,12
2140,Yeti Airlines Domestic,Company,0,0,0,False,False,3,12
2141,Kathmandu Upatyaka Khanepani Limited,Company,1,0,1,False,False,4,12
2142,Indaver Nederland,Company,0,0,0,False,False,2,12
2143,MOL Pakistan Oil and Gas Company,Company,1,0,1,False,False,6,12
2144,Philips Domestic Appliances And Personal Care Bv,Company,1,0,0,False,False,7,12
2145,Avigliana B.V.,Company,1,0,0,False,True,3,12
2146,WestlandUtrecht Bank,Company,0,0,1,False,False,2,12
2147,Rembrandt Lease and Finance B.V.,Company,1,0,0,False,True,6,12
2148,Carduelis,Company,0,0,0,False,False,1,12
2149,Masdar Energy,Company,0,0,0,False,False,2,12
2150,De Nederlandse Participatie Maatschappij voor de Nederlandse Antillen,Company,0,0,0,False,False,8,12
2151,Vaney Klimaatservice,Company,0,0,1,False,False,2,12
2152,Technicolor Dreamcoat,Company,0,0,0,False,False,2,12
2153,Total E&P Kurdistan Region of Iraq B.V.,Company,1,0,1,False,True,8,12
2154,Intratuin Nederland,Company,0,0,0,False,False,2,12
2155,ENRC,Company,0,0,0,False,False,1,12
2156,RBS Sempra Commodities Coöperatief W.A.,Company,0,0,0,False,True,6,12
2157,Valeo Holding Netherlands B.V.,Company,1,0,1,False,True,5,12
2158,Nissan International Holding B.V.,Company,1,0,0,False,True,5,12
2159,Leapp Group International,Company,1,0,0,False,False,3,12
2160,Mercedes-Benz Financial Services Nederland B.V.,Company,1,0,0,False,True,7,12
2161,Westmaden Holding,Company,0,0,0,False,False,2,12
2162,United Steel Limited,Company,1,0,0,False,False,3,12
2163,Pacrite Industries,Company,0,0,0,False,False,2,12
2164,T&G Global,Company,0,0,0,False,True,2,12
2165,VnC Cocktails,Company,0,0,0,False,False,2,12
2166,First Gas,Company,0,0,0,False,False,2,12
2167,Contract Cultivation (2006),Company,1,1,0,False,True,3,12
2168,Braemar Lodge 2004 Limited,Company,1,1,0,False,False,4,12
2169,Viaduct Capital,Company,1,0,0,False,False,2,12
2170,Aero Fire (NZ) Sales & Service Limited,Company,1,0,1,False,True,7,12
2171,UnaEnergy Trustees Limited,Company,1,0,0,False,False,3,12
2172,Carter Holt Harvey Limited,Company,1,0,0,False,False,4,12
2173,Gasnet,Company,0,0,0,False,False,1,12
2174,Mainzeal,Company,0,0,0,False,False,1,12
2175,Bikes International Limited,Company,1,0,0,False,False,3,12
2176,Yong's Food Company,Company,1,0,0,False,True,3,12
2177,Raw N Fresh Limited,Company,1,0,0,False,False,4,12
2178,Seymour Distributing Limited,Company,1,0,0,False,False,3,12
2179,NZ Health Partnerships,Company,0,0,0,False,False,3,12
2180,Nelson Civic Choir,Company,0,0,0,False,False,3,12
2181,MyRepublic Limited,Company,1,0,0,False,False,2,12
2182,Empresa Médica Alemán Nicaragüense (EMAN),Company,1,0,0,False,True,5,12
2183,"BAC Valores, S.A.",Company,1,0,0,True,True,4,12
2184,El Hueso,Company,0,0,1,False,False,2,12
2185,Corporaciones Nacionales del Sector Público,Company,0,0,0,False,False,5,12
2186,Centro de Salud Enoc Ortez,Company,0,0,0,False,False,5,12
2187,Hospital Nacional de Rehabilitación Aldo Chavarría,Company,1,0,0,False,False,6,12
2188,Centro de Salud Villa 15 de Julio,Company,0,1,0,False,False,7,12
2189,Empresa Nacional de Transmisión Eléctrica,Company,0,0,0,False,False,5,12
2190,"Inversiones de Nicaragua, S.A.",Company,1,0,1,True,True,5,12
2191,Hospital Escuela Dr. Roberto Calderón Gutiérrez,Company,1,0,0,False,True,6,12
2192,El Capo,Company,0,0,0,False,False,2,12
2193,Centro de Salud Mántica Berio,Company,0,0,0,False,False,5,12
2194,BANCO CORPORATIVO SA,Company,1,0,0,False,False,3,12
2195,Hospital Primario Héroes y Mártires San José De Las Mulas,Company,1,0,1,False,False,10,12
2196,Hospital Primario Monseñor Julio C. Videa,Company,1,0,0,False,True,6,12
2197,Centro de Salud Edwin Barahona Colindres,Company,0,0,0,False,False,6,12
2198,Hospital Primario Ethel Kandler,Company,1,0,0,False,False,4,12
2199,"Inversiones de Centroamerica, S.A.",Company,1,0,0,True,True,5,12
2200,Banco de la Producción S.A.,Company,1,0,0,False,True,6,12
2201,"Sequeira Ingenieros, S.A. - Sequinsa",Company,0,0,0,True,True,8,12
2202,Majope Investment,Company,1,0,0,False,False,2,12
2203,TEAM Offshore Nigeria,Company,0,0,1,False,False,3,12
2204,PowerNoth AICL Equipment Leasing,Company,0,0,0,False,False,4,12
2205,Abubakar Tatari Ali Polytechnic,Company,0,0,0,False,False,4,12
2206,FSDH Merchant Bank,Company,0,0,0,False,False,3,12
2207,Nigerian Mining Corporation (NMC),Company,1,0,1,False,True,4,12
2208,Chocolat Royal,Company,0,0,0,False,False,2,12
2209,African Alliance Insurance,Company,0,0,0,False,False,3,12
2210,Aarti Steel Nigeria Limited,Company,1,0,1,False,False,4,12
2211,Integrated Development Company,Company,1,0,0,False,False,3,12
2212,Unity Continental Nigeria,Company,0,0,1,False,False,3,12
2213,Shiroro Hydro Electric,Company,0,0,0,False,False,3,12
2214,"Federal Medical Centre, Lokoja",Company,0,0,0,True,False,4,12
2215,Sulzer Pumps (Nigeria) Ltd.,Company,1,0,1,False,True,4,12
2216,Nigerian Railway,Company,0,0,1,False,False,2,12
2217,Global Outdoor Systems Nigeria,Company,0,0,1,False,False,4,12
2218,Oceanic Bank International Nigeria,Company,0,0,1,False,False,4,12
2219,Bristow Helicopters (Nigeria),Company,1,0,1,False,True,3,12
2220,Sokoto State University,Company,0,0,1,False,False,3,12
2221,"Bayelsa State College of Arts and Science, Elebele",Company,0,0,0,True,False,8,12
2222,Chon Myong 1,Company,0,1,0,False,False,3,12
2223,Korean Buyon Shipping Co. Ltd.,Company,1,0,0,False,True,5,12
2224,Ryo Myong,Company,0,0,0,False,False,2,12
2225,"KB Investment & Securities Co., Ltd.",Company,1,0,0,True,True,7,12
2226,Sogyong General Trading Corporation,Company,1,0,0,False,False,4,12
